Time,Driver,Position,GapToLeader,IntervalToPositionAhead
0 days 02:02:10.308000,55,6.0,+14.765,+1.738
0 days 02:02:12.814000,55,6.0,+14.775,+1.762
0 days 02:02:15.238000,55,6.0,+14.778,+1.771
0 days 02:02:17.307000,55,6.0,+14.776,+1.728
0 days 02:02:20.316000,55,6.0,+14.778,+1.689
0 days 02:02:25.153000,55,6.0,+14.819,+1.680
0 days 02:02:26.336000,55,6.0,+14.837,+1.658
0 days 02:02:33.414000,55,6.0,+15.061,+1.719
0 days 02:02:36.389000,55,6.0,+15.101,+1.739
0 days 02:02:41.218000,55,6.0,+15.086,+1.762
0 days 02:02:44.506000,55,6.0,+15.133,+1.820
0 days 02:02:47.753000,55,6.0,+15.230,+1.909
0 days 02:02:51.727000,55,6.0,+15.420,+1.757
0 days 02:02:57.570000,55,6.0,+15.344,+1.702
0 days 02:03:01.488000,55,6.0,+15.309,+1.722
0 days 02:03:05.854000,55,6.0,+15.265,+1.668
0 days 02:03:07.105000,55,6.0,+15.263,+1.625
0 days 02:03:12.062000,55,6.0,+14.904,+1.618
0 days 02:03:17.533000,55,6.0,+15.207,+1.710
0 days 02:03:23.059000,55,6.0,+15.107,+1.726
0 days 02:03:26.957000,55,6.0,+15.029,+1.698
0 days 02:03:30.832000,55,6.0,+15.067,+1.733
0 days 02:03:33.308000,55,6.0,+15.057,+1.735
0 days 02:03:35.753000,55,6.0,+15.040,+1.673
0 days 02:03:39.299000,55,6.0,+15.113,+1.707
0 days 02:03:43.949000,55,6.0,+15.233,+1.754
0 days 02:03:46.428000,55,6.0,+15.234,+1.771
0 days 02:03:48.891000,55,6.0,+15.230,+1.775
0 days 02:03:50.962000,55,6.0,+15.215,+1.711
0 days 02:03:53.951000,55,6.0,+15.207,+1.611
0 days 02:03:58.787000,55,6.0,+15.266,+1.584
0 days 02:03:59.952000,55,6.0,+15.272,+1.536
0 days 02:04:07.020000,55,6.0,+15.361,+1.513
0 days 02:04:10.003000,55,6.0,+15.417,+1.580
0 days 02:04:14.846000,55,6.0,+15.398,+1.613
0 days 02:04:18.094000,55,6.0,+15.404,+1.627
0 days 02:04:21.273000,55,6.0,+15.455,+1.598
0 days 02:04:25.310000,55,6.0,+15.735,+1.553
0 days 02:04:31.180000,55,6.0,+15.787,+1.577
0 days 02:04:35.084000,55,6.0,+15.791,+1.615
0 days 02:04:39.470000,55,6.0,+15.730,+1.571
0 days 02:04:40.746000,55,6.0,+15.736,+1.535
0 days 02:04:45.627000,55,6.0,+15.961,+1.585
0 days 02:04:51.129000,55,6.0,+16.197,+1.703
0 days 02:04:56.645000,55,6.0,+16.144,+1.731
0 days 02:05:00.495000,55,6.0,+15.976,+1.727
0 days 02:05:04.394000,55,6.0,+15.854,+1.786
0 days 02:05:06.888000,55,6.0,+15.789,+1.789
0 days 02:05:09.256000,55,6.0,+15.760,+1.763
0 days 02:05:12.858000,55,6.0,+15.955,+1.677
0 days 02:05:17.516000,55,6.0,+16.021,+1.738
0 days 02:05:19.984000,55,6.0,+16.017,+1.757
0 days 02:05:22.444000,55,6.0,+16.004,+1.757
0 days 02:05:24.500000,55,6.0,+15.978,+1.707
0 days 02:05:27.509000,55,6.0,+16.030,+1.684
0 days 02:05:32.389000,55,6.0,+16.175,+1.662
0 days 02:05:33.522000,55,6.0,+16.196,+1.639
0 days 02:05:40.669000,55,6.0,+16.391,+1.675
0 days 02:05:43.627000,55,6.0,+16.431,+1.720
0 days 02:05:48.472000,55,6.0,+16.400,+1.745
0 days 02:05:51.691000,55,6.0,+16.413,+1.779
0 days 02:05:54.909000,55,6.0,+16.447,+1.771
0 days 02:05:58.882000,55,6.0,+16.698,+1.716
0 days 02:06:04.689000,55,6.0,+16.714,+1.626
0 days 02:06:08.609000,55,6.0,+16.666,+1.626
0 days 02:06:12.963000,55,6.0,+16.606,+1.575
0 days 02:06:14.230000,55,6.0,+16.596,+1.516
0 days 02:06:19.092000,55,6.0,+16.764,+1.446
0 days 02:06:24.431000,55,6.0,+16.968,+1.480
0 days 02:06:29.959000,55,6.0,+16.887,+1.530
0 days 02:06:33.853000,55,6.0,+16.824,+1.508
0 days 02:06:37.754000,55,6.0,+16.834,+1.498
0 days 02:06:40.226000,55,6.0,+16.808,+1.486
0 days 02:06:42.612000,55,6.0,+16.783,+1.416
0 days 02:06:46.152000,55,6.0,+16.979,+1.346
0 days 02:06:50.830000,55,6.0,+17.060,+1.447
0 days 02:06:53.323000,55,6.0,+17.046,+1.460
0 days 02:06:55.740000,55,6.0,+17.019,+1.453
0 days 02:06:57.786000,55,6.0,+16.981,+1.395
0 days 02:07:00.828000,55,6.0,+16.947,+1.344
0 days 02:07:05.583000,55,6.0,+16.987,+1.264
0 days 02:07:06.775000,55,6.0,+16.985,+1.219
0 days 02:07:13.831000,55,6.0,+17.110,+1.281
0 days 02:07:16.823000,55,6.0,+17.158,+1.319
0 days 02:07:21.653000,55,6.0,+17.124,+1.317
0 days 02:07:24.856000,55,6.0,+17.129,+1.319
0 days 02:07:28.095000,55,6.0,+17.275,+1.380
0 days 02:07:32.071000,55,6.0,+17.492,+1.317
0 days 02:07:37.992000,55,6.0,+17.456,+1.205
0 days 02:07:41.812000,55,6.0,+17.424,+1.193
0 days 02:07:46.148000,55,6.0,+17.358,+1.112
0 days 02:07:47.463000,55,6.0,+17.378,+1.071
0 days 02:07:52.494000,55,6.0,+17.653,+1.143
0 days 02:07:57.769000,55,6.0,+17.761,+1.110
0 days 02:08:03.317000,55,6.0,+17.726,+1.141
0 days 02:08:07.195000,55,6.0,+17.668,+1.111
0 days 02:08:11.058000,55,6.0,+17.675,+1.151
0 days 02:08:13.499000,55,6.0,+17.635,+1.128
0 days 02:08:15.859000,55,6.0,+17.606,+1.040
0 days 02:08:19.457000,55,6.0,+17.759,+0.960
0 days 02:08:24.024000,55,6.0,+17.846,+1.027
0 days 02:08:26.512000,55,6.0,+17.830,+1.024
0 days 02:08:28.924000,55,6.0,+17.785,+0.994
0 days 02:08:30.938000,55,6.0,+17.732,+0.916
0 days 02:08:33.908000,55,6.0,+17.715,+0.824
0 days 02:08:38.848000,55,6.0,+17.837,+0.806
0 days 02:08:39.961000,55,6.0,+17.854,+0.766
0 days 02:08:47.101000,55,6.0,+18.068,+0.891
0 days 02:08:50.010000,55,6.0,+18.054,+0.884
0 days 02:08:55.312000,55,6.0,+18.003,+0.872
0 days 02:08:58.035000,55,6.0,+17.986,+0.876
0 days 02:09:01.247000,55,6.0,+18.088,+0.869
0 days 02:09:05.269000,55,6.0,+18.409,+0.854
0 days 02:09:11.194000,55,6.0,+18.398,+0.852
0 days 02:09:15.013000,55,6.0,+18.355,+0.846
0 days 02:09:19.280000,55,6.0,+18.150,+0.633
0 days 02:09:20.445000,55,6.0,+18.125,+0.556
0 days 02:09:25.608000,55,6.0,+18.589,+0.778
0 days 02:09:30.844000,55,6.0,+18.701,+0.760
0 days 02:09:36.500000,55,6.0,+18.725,+0.837
0 days 02:09:40.320000,55,6.0,+18.656,+0.798
0 days 02:09:44.180000,55,6.0,+18.691,+0.822
0 days 02:09:46.642000,55,6.0,+18.660,+0.793
0 days 02:09:48.961000,55,6.0,+18.630,+0.710
0 days 02:09:52.584000,55,6.0,+18.827,+0.675
0 days 02:09:57.236000,55,6.0,+18.951,+0.770
0 days 02:09:59.641000,55,6.0,+18.901,+0.723
0 days 02:10:02.117000,55,6.0,+18.801,+0.626
0 days 02:10:03.949000,55,6.0,+18.681,+0.505
0 days 02:10:06.921000,55,6.0,+18.674,+0.436
0 days 02:10:12.004000,55,6.0,+18.986,+0.646
0 days 02:10:13.187000,55,6.0,+19.034,+0.633
0 days 02:10:20.421000,55,6.0,+19.410,+0.837
0 days 02:10:23.341000,55,6.0,+19.413,+0.839
0 days 02:10:28.152000,55,6.0,+19.363,+0.824
0 days 02:10:31.337000,55,6.0,+19.319,+0.818
0 days 02:10:34.601000,55,6.0,+19.320,+0.844
0 days 02:10:38.498000,55,6.0,+19.603,+0.846
0 days 02:10:44.483000,55,6.0,+19.677,+0.945
0 days 02:10:48.335000,55,6.0,+19.627,+0.938
0 days 02:10:52.530000,55,6.0,+19.414,+0.710
0 days 02:10:53.820000,55,6.0,+19.391,+0.625
0 days 02:10:58.825000,55,6.0,+19.726,+0.809
0 days 02:11:04.007000,55,6.0,+19.765,+0.690
0 days 02:11:09.547000,55,6.0,+19.729,+0.720
0 days 02:11:13.425000,55,6.0,+19.661,+0.655
0 days 02:11:17.307000,55,6.0,+19.714,+0.716
0 days 02:11:19.747000,55,6.0,+19.693,+0.695
0 days 02:11:22.143000,55,6.0,+19.668,+0.598
0 days 02:11:25.827000,55,6.0,+19.912,+0.702
0 days 02:11:30.304000,55,6.0,+19.939,+0.730
0 days 02:11:32.655000,55,6.0,+19.862,+0.662
0 days 02:11:35.029000,55,6.0,+19.735,+0.546
0 days 02:11:36.948000,55,6.0,+19.593,+0.411
0 days 02:11:39.971000,55,6.0,+19.618,+0.445
0 days 02:11:44.995000,55,6.0,+19.956,+0.673
0 days 02:11:46.231000,55,6.0,+19.987,+0.673
0 days 02:11:53.120000,55,6.0,+20.016,+0.673
0 days 02:11:56.108000,55,6.0,+20.015,+1.405
0 days 02:12:00.940000,55,6.0,+20.020,+1.405
0 days 02:12:00.951000,55,5.0,+20.020,+1.405
0 days 02:12:04.148000,55,5.0,+20.014,+11.855
0 days 02:12:07.281000,55,5.0,+20.032,+11.895
0 days 02:12:11.189000,55,5.0,+20.189,+11.840
0 days 02:12:17.002000,55,5.0,+20.136,+11.843
0 days 02:12:20.892000,55,5.0,+20.136,+11.882
0 days 02:12:25.336000,55,5.0,+20.123,+11.934
0 days 02:12:26.587000,55,5.0,+20.140,+11.913
0 days 02:12:31.338000,55,5.0,+20.290,+11.793
0 days 02:12:36.658000,55,5.0,+20.416,+11.912
0 days 02:12:42.226000,55,5.0,+20.390,+11.955
0 days 02:12:46.214000,55,5.0,+20.384,+12.049
0 days 02:12:49.975000,55,5.0,+20.381,+11.967
0 days 02:12:52.418000,55,5.0,+20.371,+11.976
0 days 02:12:54.819000,55,5.0,+20.384,+11.948
0 days 02:12:58.341000,55,5.0,+20.503,+11.864
0 days 02:13:02.830000,55,5.0,+20.463,+11.763
0 days 02:13:05.261000,55,5.0,+20.461,+11.778
0 days 02:13:07.739000,55,5.0,+20.461,+11.811
0 days 02:13:09.801000,55,5.0,+20.460,+11.829
0 days 02:13:12.766000,55,5.0,+20.474,+11.801
0 days 02:13:17.483000,55,5.0,+20.420,+11.678
0 days 02:13:18.610000,55,5.0,+20.424,+11.656
0 days 02:13:25.569000,55,5.0,+20.466,+11.656
0 days 02:13:28.559000,55,5.0,+20.498,+11.711
0 days 02:13:33.412000,55,5.0,+20.504,+11.711
0 days 02:13:33.431000,55,4.0,+20.504,+11.711
0 days 02:13:36.616000,55,4.0,+20.493,+11.798
0 days 02:13:39.783000,55,4.0,+20.555,+11.872
0 days 02:13:43.764000,55,4.0,+20.707,+11.951
0 days 02:13:49.610000,55,4.0,+20.656,+11.944
0 days 02:13:53.414000,55,4.0,+20.646,+11.962
0 days 02:13:57.841000,55,4.0,+20.640,+11.973
0 days 02:13:59.151000,55,4.0,+20.664,+11.960
0 days 02:14:03.797000,55,4.0,+20.676,+11.875
0 days 02:14:09.073000,55,4.0,+20.670,+11.965
0 days 02:14:14.620000,55,4.0,+20.637,+12.017
0 days 02:14:18.577000,55,4.0,+20.631,+12.068
0 days 02:14:22.415000,55,4.0,+20.545,+11.996
0 days 02:14:24.791000,55,4.0,+20.527,+11.991
0 days 02:14:27.158000,55,4.0,+20.543,+11.958
0 days 02:14:30.713000,55,4.0,+20.638,+11.939
0 days 02:14:35.113000,55,4.0,+20.585,+11.891
0 days 02:14:37.604000,55,4.0,+20.574,+11.898
0 days 02:14:40.090000,55,4.0,+20.567,+11.912
0 days 02:14:42.187000,55,4.0,+20.563,+11.902
0 days 02:14:45.117000,55,4.0,+20.573,+11.898
0 days 02:14:49.793000,55,4.0,+20.538,+11.706
0 days 02:14:50.945000,55,4.0,+20.547,+11.706
0 days 02:14:57.960000,55,4.0,+20.641,+11.706
0 days 02:15:00.912000,55,4.0,+20.641,+12.208
0 days 02:15:05.830000,55,3.0,+20.641,+12.208
0 days 02:15:05.866000,55,3.0,+20.651,+18.781
0 days 02:15:08.966000,55,3.0,+20.642,+18.742
0 days 02:15:12.142000,55,3.0,+20.648,+18.778
0 days 02:15:16.042000,55,3.0,+20.753,+18.745
0 days 02:15:21.783000,55,3.0,+20.631,+18.687
0 days 02:15:25.687000,55,3.0,+20.612,+18.721
0 days 02:15:30.123000,55,3.0,+20.616,+18.816
0 days 02:15:31.349000,55,3.0,+20.634,+18.827
0 days 02:15:36.008000,55,3.0,+20.588,+18.551
0 days 02:15:41.381000,55,3.0,+20.674,+18.591
0 days 02:15:46.890000,55,3.0,+20.635,+18.684
0 days 02:15:50.824000,55,3.0,+20.646,+18.803
0 days 02:15:54.596000,55,3.0,+20.601,+18.716
0 days 02:15:57.062000,55,3.0,+20.580,+18.715
0 days 02:15:59.451000,55,3.0,+20.583,+18.715
0 days 02:16:03.034000,55,3.0,+20.636,+18.627
0 days 02:16:07.384000,55,3.0,+20.558,+18.529
0 days 02:16:09.822000,55,3.0,+20.546,+18.552
0 days 02:16:12.333000,55,3.0,+20.542,+18.599
0 days 02:16:14.381000,55,3.0,+20.539,+18.616
0 days 02:16:17.328000,55,3.0,+20.514,+18.620
0 days 02:16:22.012000,55,3.0,+20.454,+18.433
0 days 02:16:23.189000,55,3.0,+20.458,+18.416
0 days 02:16:30.057000,55,3.0,+20.454,+18.402
0 days 02:16:33.023000,55,3.0,+20.446,+18.415
0 days 02:16:37.837000,55,3.0,+20.454,+18.534
0 days 02:16:41.085000,55,3.0,+20.454,+18.488
0 days 02:16:44.278000,55,3.0,+20.517,+18.541
0 days 02:16:48.148000,55,3.0,+20.666,+18.607
0 days 02:16:53.889000,55,3.0,+20.572,+18.520
0 days 02:16:57.851000,55,3.0,+20.557,+18.566
0 days 02:17:02.249000,55,3.0,+20.559,+18.626
0 days 02:17:03.478000,55,3.0,+20.578,+18.630
0 days 02:17:08.240000,55,3.0,+20.434,+18.377
0 days 02:17:13.471000,55,3.0,+20.482,+18.390
0 days 02:17:18.984000,55,3.0,+20.471,+18.472
0 days 02:17:22.956000,55,3.0,+20.482,+18.573
0 days 02:17:26.688000,55,3.0,+20.406,+18.460
0 days 02:17:29.228000,55,3.0,+20.387,+18.457
0 days 02:17:31.560000,55,3.0,+20.402,+18.457
0 days 02:17:35.054000,55,3.0,+20.489,+18.366
0 days 02:17:39.495000,55,3.0,+20.393,+18.135
0 days 02:17:41.955000,55,3.0,+20.378,+18.149
0 days 02:17:44.416000,55,3.0,+20.373,+18.188
0 days 02:17:46.428000,55,3.0,+20.373,+18.198
0 days 02:17:49.486000,55,3.0,+20.384,+18.184
0 days 02:17:54.129000,55,3.0,+20.381,+17.987
0 days 02:17:55.344000,55,3.0,+20.404,+17.966
0 days 02:18:02.298000,55,3.0,+20.424,+17.967
0 days 02:18:05.270000,55,3.0,+20.404,+17.983
0 days 02:18:10.086000,55,3.0,+20.420,+18.100
0 days 02:18:13.349000,55,3.0,+20.418,+18.056
0 days 02:18:16.456000,55,3.0,+20.424,+18.102
0 days 02:18:20.274000,55,3.0,+20.555,+18.053
0 days 02:18:26.005000,55,3.0,+20.478,+18.065
0 days 02:18:29.871000,55,3.0,+20.468,+18.098
0 days 02:18:34.304000,55,3.0,+20.480,+18.164
0 days 02:18:35.559000,55,3.0,+20.497,+18.174
0 days 02:18:40.160000,55,3.0,+20.341,+17.978
0 days 02:18:45.479000,55,3.0,+20.405,+17.936
0 days 02:18:51.041000,55,3.0,+20.381,+18.011
0 days 02:18:54.955000,55,3.0,+20.392,+18.112
0 days 02:18:58.712000,55,3.0,+20.342,+18.021
0 days 02:19:01.172000,55,3.0,+20.331,+18.026
0 days 02:19:03.582000,55,3.0,+20.351,+18.036
0 days 02:19:07.065000,55,3.0,+20.413,+17.963
0 days 02:19:11.523000,55,3.0,+20.315,+17.840
0 days 02:19:14.009000,55,3.0,+20.297,+17.858
0 days 02:19:16.389000,55,3.0,+20.300,+17.912
0 days 02:19:18.486000,55,3.0,+20.305,+17.949
0 days 02:19:21.492000,55,3.0,+20.353,+17.975
0 days 02:19:26.151000,55,3.0,+20.275,+17.767
0 days 02:19:27.289000,55,3.0,+20.284,+17.753
0 days 02:19:34.181000,55,3.0,+20.256,+17.740
0 days 02:19:37.168000,55,3.0,+20.241,+17.753
0 days 02:19:41.969000,55,3.0,+20.256,+17.864
0 days 02:19:45.170000,55,3.0,+20.259,+17.860
0 days 02:19:48.339000,55,3.0,+20.302,+17.961
0 days 02:19:52.274000,55,3.0,+20.439,+18.028
0 days 02:19:57.930000,55,3.0,+20.308,+17.923
0 days 02:20:01.782000,55,3.0,+20.290,+17.957
0 days 02:20:06.173000,55,3.0,+20.303,+18.039
0 days 02:20:07.414000,55,3.0,+20.321,+18.043
0 days 02:20:12.016000,55,3.0,+20.201,+17.880
0 days 02:20:17.225000,55,3.0,+20.227,+17.822
0 days 02:20:22.766000,55,3.0,+20.155,+17.868
0 days 02:20:26.650000,55,3.0,+20.162,+17.980
0 days 02:20:30.394000,55,3.0,+20.071,+17.831
0 days 02:20:32.850000,55,3.0,+20.052,+17.825
0 days 02:20:35.270000,55,3.0,+20.069,+17.869
0 days 02:20:38.701000,55,3.0,+20.110,+17.792
0 days 02:20:43.168000,55,3.0,+20.038,+17.677
0 days 02:20:45.674000,55,3.0,+20.025,+17.706
0 days 02:20:48.107000,55,3.0,+20.019,+17.755
0 days 02:20:50.147000,55,3.0,+20.014,+17.782
0 days 02:20:53.125000,55,3.0,+20.036,+17.799
0 days 02:20:57.856000,55,3.0,+19.993,+17.628
0 days 02:20:59.020000,55,3.0,+20.003,+17.612
0 days 02:21:05.992000,55,3.0,+20.056,+17.683
0 days 02:21:08.949000,55,3.0,+20.067,+17.718
0 days 02:21:13.744000,55,3.0,+20.043,+17.805
0 days 02:21:16.940000,55,3.0,+19.995,+17.748
0 days 02:21:20.197000,55,3.0,+19.978,+17.791
0 days 02:21:24.032000,55,3.0,+20.188,+17.789
0 days 02:21:29.756000,55,3.0,+20.101,+17.724
0 days 02:21:33.646000,55,3.0,+20.060,+17.759
0 days 02:21:37.974000,55,3.0,+20.023,+17.789
0 days 02:21:39.226000,55,3.0,+20.007,+17.774
0 days 02:21:43.880000,55,3.0,+20.042,+17.675
0 days 02:21:49.205000,55,3.0,+20.101,+17.690
0 days 02:21:54.765000,55,3.0,+20.112,+17.776
0 days 02:21:58.704000,55,3.0,+20.093,+17.841
0 days 02:22:02.523000,55,3.0,+20.116,+17.794
0 days 02:22:04.992000,55,3.0,+20.134,+17.827
0 days 02:22:07.371000,55,3.0,+20.136,+17.839
0 days 02:22:10.880000,55,3.0,+20.190,+17.827
0 days 02:22:15.415000,55,3.0,+20.163,+17.216
0 days 02:22:17.879000,55,3.0,+20.142,+16.984
0 days 02:22:20.294000,55,3.0,+20.108,+16.911
0 days 02:22:22.358000,55,3.0,+20.086,+16.891
0 days 02:22:25.292000,55,3.0,+20.122,+16.843
0 days 02:22:30.080000,55,3.0,+20.127,+16.634
0 days 02:22:31.253000,55,3.0,+20.133,+16.634
0 days 02:22:38.251000,55,3.0,+20.226,+16.634
0 days 02:22:41.206000,55,3.0,+20.245,+17.126
0 days 02:22:46.006000,55,3.0,+20.213,+17.126
0 days 02:22:46.030000,55,2.0,+20.213,+17.126
0 days 02:22:49.165000,55,2.0,+20.184,+20.184
0 days 02:22:52.328000,55,2.0,+20.208,+20.208
0 days 02:22:56.352000,55,2.0,+20.395,+20.395
0 days 02:23:02.205000,55,2.0,+20.416,+20.416
0 days 02:23:05.989000,55,2.0,+20.409,+20.409
0 days 02:23:10.371000,55,2.0,+20.356,+20.356
0 days 02:23:11.627000,55,2.0,+20.359,+20.359
0 days 02:23:16.358000,55,2.0,+20.423,+20.423
0 days 02:23:21.711000,55,2.0,+20.581,+20.581
0 days 02:23:27.255000,55,2.0,+20.616,+20.616
0 days 02:23:31.215000,55,2.0,+20.581,+20.581
0 days 02:23:35.001000,55,2.0,+20.587,+20.587
0 days 02:23:37.409000,55,2.0,+20.556,+20.556
0 days 02:23:39.777000,55,2.0,+20.550,+20.550
0 days 02:23:43.282000,55,2.0,+20.642,+20.642
0 days 02:23:47.922000,55,2.0,+20.704,+20.704
0 days 02:23:50.328000,55,2.0,+20.661,+20.661
0 days 02:23:52.765000,55,2.0,+20.606,+20.606
0 days 02:23:54.716000,55,2.0,+20.558,+20.558
0 days 02:23:57.780000,55,2.0,+20.625,+20.625
0 days 02:24:02.700000,55,2.0,+20.799,+20.799
0 days 02:24:24.351000,55,3.0,+20.799,+20.799
0 days 02:24:28.822000,55,4.0,+20.799,+20.799
0 days 02:24:32.203000,55,5.0,+20.799,+20.799
0 days 02:24:41.961000,55,6.0,+20.799,+20.799
0 days 02:24:49.775000,55,6.0,+48.820,+4.607
0 days 02:24:53.297000,55,6.0,+49.201,+4.953
0 days 02:24:57.205000,55,6.0,+49.224,+4.788
0 days 02:25:02.850000,55,6.0,+48.916,+4.606
0 days 02:25:06.659000,55,6.0,+48.870,+4.583
0 days 02:25:11.103000,55,6.0,+48.854,+4.553
0 days 02:25:12.378000,55,6.0,+48.910,+4.536
0 days 02:25:17.009000,55,6.0,+48.942,+4.319
0 days 02:25:22.191000,55,6.0,+48.711,+4.010
0 days 02:25:27.595000,55,6.0,+48.662,+4.004
0 days 02:25:31.546000,55,6.0,+48.677,+4.007
0 days 02:25:35.403000,55,6.0,+48.671,+4.062
0 days 02:25:37.938000,55,6.0,+48.695,+4.103
0 days 02:25:40.321000,55,6.0,+48.746,+4.079
0 days 02:25:43.849000,55,6.0,+48.831,+4.040
0 days 02:25:48.301000,55,6.0,+48.705,+3.981
0 days 02:25:50.747000,55,6.0,+48.693,+3.978
0 days 02:25:53.190000,55,6.0,+48.700,+3.987
0 days 02:25:55.280000,55,6.0,+48.708,+3.966
0 days 02:25:58.333000,55,6.0,+48.740,+3.925
0 days 02:26:02.967000,55,6.0,+48.582,+3.743
0 days 02:26:04.092000,55,6.0,+48.582,+3.706
0 days 02:26:10.913000,55,6.0,+48.582,+3.510
0 days 02:26:13.814000,55,6.0,+49.055,+3.474
0 days 02:26:18.610000,55,6.0,+49.055,+3.476
0 days 02:26:21.795000,55,6.0,+29.209,+3.418
0 days 02:26:24.908000,55,6.0,+28.643,+3.389
0 days 02:26:28.692000,55,6.0,+28.673,+3.131
0 days 02:26:34.359000,55,6.0,+28.701,+2.963
0 days 02:26:38.202000,55,6.0,+28.683,+2.961
0 days 02:26:42.659000,55,6.0,+28.658,+2.939
0 days 02:26:43.894000,55,6.0,+28.651,+2.908
0 days 02:26:48.518000,55,6.0,+28.675,+2.737
0 days 02:26:53.639000,55,6.0,+28.812,+2.473
0 days 02:26:59.079000,55,6.0,+28.807,+2.511
0 days 02:27:03.051000,55,6.0,+28.774,+2.509
0 days 02:27:06.777000,55,6.0,+28.634,+2.468
0 days 02:27:09.213000,55,6.0,+28.592,+2.454
0 days 02:27:11.575000,55,6.0,+28.553,+2.387
0 days 02:27:15.041000,55,6.0,+28.565,+2.278
0 days 02:27:19.480000,55,6.0,+28.496,+2.207
0 days 02:27:21.904000,55,6.0,+28.486,+2.206
0 days 02:27:24.337000,55,6.0,+28.468,+2.201
0 days 02:27:26.406000,55,6.0,+28.438,+2.149
0 days 02:27:29.402000,55,6.0,+28.426,+2.076
0 days 02:27:34.150000,55,6.0,+28.437,+1.992
0 days 02:27:35.291000,55,6.0,+28.431,+1.950
0 days 02:27:42.225000,55,6.0,+28.591,+1.824
0 days 02:27:45.109000,55,6.0,+28.641,+1.825
0 days 02:27:49.963000,55,6.0,+28.620,+1.821
0 days 02:27:53.094000,55,6.0,+28.551,+1.794
0 days 02:27:56.264000,55,6.0,+28.561,+1.845
0 days 02:28:00.118000,55,6.0,+28.784,+1.689
0 days 02:28:05.900000,55,6.0,+28.855,+1.599
0 days 02:28:09.713000,55,6.0,+28.825,+1.607
0 days 02:28:14.131000,55,6.0,+28.793,+1.580
0 days 02:28:15.404000,55,6.0,+28.785,+1.544
0 days 02:28:20.227000,55,6.0,+28.933,+1.509
0 days 02:28:25.224000,55,6.0,+29.079,+1.312
0 days 02:28:30.751000,55,6.0,+29.071,+1.375
0 days 02:28:34.619000,55,6.0,+29.019,+1.378
0 days 02:28:38.433000,55,6.0,+28.947,+1.445
0 days 02:28:40.813000,55,6.0,+28.922,+1.450
0 days 02:28:43.185000,55,6.0,+28.881,+1.416
0 days 02:28:46.674000,55,6.0,+28.788,+1.356
0 days 02:28:51.186000,55,6.0,+28.777,+1.374
0 days 02:28:53.571000,55,6.0,+28.766,+1.372
0 days 02:28:56.028000,55,6.0,+28.735,+1.351
0 days 02:28:58.067000,55,6.0,+28.692,+1.296
0 days 02:29:01.028000,55,6.0,+28.670,+1.265
0 days 02:29:05.802000,55,6.0,+28.676,+1.262
0 days 02:29:07.044000,55,6.0,+28.662,+1.222
0 days 02:29:13.942000,55,6.0,+28.783,+1.150
0 days 02:29:16.841000,55,6.0,+28.795,+1.111
0 days 02:29:21.615000,55,6.0,+28.738,+1.083
0 days 02:29:24.735000,55,6.0,+28.639,+1.051
0 days 02:29:27.909000,55,6.0,+28.604,+1.050
0 days 02:29:31.870000,55,6.0,+28.970,+1.018
0 days 02:29:37.689000,55,6.0,+29.007,+0.951
0 days 02:29:41.555000,55,6.0,+28.966,+0.947
0 days 02:29:45.890000,55,6.0,+28.884,+0.877
0 days 02:29:47.141000,55,6.0,+28.895,+0.844
0 days 02:29:51.990000,55,6.0,+29.118,+0.889
0 days 02:29:57.111000,55,6.0,+29.190,+0.674
0 days 02:30:02.630000,55,6.0,+29.152,+0.705
0 days 02:30:06.439000,55,6.0,+29.084,+0.663
0 days 02:30:10.214000,55,6.0,+29.008,+0.729
0 days 02:30:12.649000,55,6.0,+28.946,+0.704
0 days 02:30:15.044000,55,6.0,+28.892,+0.631
0 days 02:30:18.529000,55,6.0,+28.952,+0.704
0 days 02:30:23.052000,55,6.0,+28.998,+0.778
0 days 02:30:25.412000,55,6.0,+28.943,+0.740
0 days 02:30:27.776000,55,6.0,+28.842,+0.649
0 days 02:30:29.730000,55,6.0,+28.727,+0.512
0 days 02:30:32.731000,55,6.0,+28.706,+0.415
0 days 02:30:37.712000,55,6.0,+29.005,+0.598
0 days 02:30:38.899000,55,6.0,+29.021,+0.571
0 days 02:30:46.226000,55,6.0,+29.513,+0.809
0 days 02:30:49.161000,55,6.0,+29.559,+0.847
0 days 02:30:53.882000,55,6.0,+29.486,+0.812
0 days 02:30:57.052000,55,6.0,+29.413,+0.763
0 days 02:31:00.194000,55,6.0,+29.422,+0.796
0 days 02:31:04.208000,55,6.0,+29.732,+0.714
0 days 02:31:10.077000,55,6.0,+29.820,+0.761
0 days 02:31:13.890000,55,6.0,+29.742,+0.721
0 days 02:31:18.113000,55,6.0,+29.521,+0.508
0 days 02:31:19.431000,55,6.0,+29.508,+0.466
0 days 02:31:24.349000,55,6.0,+29.844,+0.628
0 days 02:31:29.631000,55,6.0,+29.999,+0.552
0 days 02:31:35.150000,55,6.0,+29.986,+0.590
0 days 02:31:38.987000,55,6.0,+29.895,+0.528
0 days 02:31:42.793000,55,6.0,+29.846,+0.666
0 days 02:31:45.229000,55,6.0,+29.797,+0.668
0 days 02:31:47.594000,55,6.0,+29.744,+0.606
0 days 02:31:51.136000,55,6.0,+29.815,+0.663
0 days 02:31:55.624000,55,6.0,+29.896,+0.756
0 days 02:31:58.009000,55,6.0,+29.831,+0.709
